来源,代码,名称,现价,涨幅,成交 (万元),场内份额 (万份),场内新增 (万份),T-2净值,净值日期,T-1估值,估值日期,T-1溢价率,实时估值,实时溢价率,相关标的,T-1指数涨幅,申购费,申购状态,赎回费,赎回状态,管托费,基金公司,操作,相关标的/业绩比较
欧美市场,520580,新兴亚洲ETF,1.021,0.49%,12958.45,49198,0,1.0056,25-05-12,-,25-05-12,-,-,-,新交所新兴亚洲精选50指数,-,-,开放申购,-,开放赎回,0.50%,招商基金,,
欧美市场,162415,美国消费LOF,2.869,1.52%,14269.16,14512,-9,2.795,25-05-12,2.8271,25-05-13,1.48%,-,-,标普可选消费品精选版块指数,1.31%,1.20%,限100,1.50%,开放赎回,1.20%,华宝基金,,
欧美市场,159605,中概互联ETF,1.092,2.15%,60981.82,457449,0,1.1025,25-05-12,1.0763,25-05-13,1.46%,-,-,中证海外中国互联网30指数,-2.28%,-,开放申购,-,开放赎回,0.60%,广发基金,,
欧美市场,159607,中概互联网ETF,1.087,2.16%,23698.87,120483,-3000,1.0975,25-05-12,1.0714,25-05-13,1.46%,-,-,中证海外中国互联网30指数,-2.28%,0.00%,开放申购,0.00%,开放赎回,0.60%,嘉实基金,,
欧美市场,513300,纳斯达克ETF,1.936,2.60%,90121.73,459817,3750,1.8814,25-05-12,1.9092,25-05-13,1.40%,会员,会员,纳斯达克100,1.58%,0.50%,开放申购,0.50%,开放赎回,0.80%,华夏基金,,
欧美市场,513290,纳指生物科技ETF,1.064,-0.47%,8138.09,113507,0,1.0721,25-05-12,1.0506,25-05-13,1.28%,-,-,纳斯达克生物科技,-1.91%,-,暂停申购,-,开放赎回,0.65%,汇添富,,
欧美市场,159561,德国ETF,1.304,0.31%,15563.53,112650,2000,1.3015,25-05-12,1.2886,25-05-13,1.20%,会员,会员,德国DAX,0.31%,-,开放申购,-,开放赎回,0.60%,嘉实基金,,
欧美市场,159632,纳斯达克ETF,1.754,2.51%,20020.36,537772,0,1.7095,25-05-12,1.7348,25-05-13,1.11%,会员,会员,纳斯达克100,1.58%,-,暂停申购,-,开放赎回,0.80%,华安基金,,
欧美市场,159660,纳指100ETF,1.683,2.37%,8433.89,176415,0,1.6426,25-05-12,1.6669,25-05-13,0.97%,会员,会员,纳斯达克100,1.58%,-,暂停申购,-,开放赎回,0.65%,汇添富,,
欧美市场,159513,纳斯达克100指数ETF,1.295,2.53%,8914.04,469555,100,1.2649,25-05-12,1.2836,25-05-13,0.89%,会员,会员,纳斯达克100,1.58%,-,开放申购,-,开放赎回,1.00%,大成基金,,
欧美市场,513080,法国CAC40ETF,1.665,1.15%,16664.2,53592,0,1.671,25-05-12,1.6543,25-05-13,0.65%,-,-,法国CAC40,0.30%,-,暂停申购,-,开放赎回,0.65%,华安基金,,
欧美市场,160644,港美互联网LOF,1.303,0.70%,1070.55,5025,-21,1.3144,25-05-12,1.2950,25-05-13,0.62%,-,-,中证海外中国互联网指数,-1.45%,1.50%,限10万,1.50%,开放赎回,1.40%,鹏华基金,,
欧美市场,159502,标普生物科技ETF,0.835,-1.42%,14048.79,145432,800,0.8525,25-05-12,0.8313,25-05-13,0.45%,-,-,标普生物科技精选行业指数,-2.39%,0.50%,开放申购,0.5%,开放赎回,0.60%,嘉实基金,,
欧美市场,161127,标普生物科技LOF,1.152,-1.37%,1089.12,20449,23,1.175,25-05-12,1.1472,25-05-13,0.42%,-,-,标普生物科技精选行业指数,-2.39%,1.20%,限100,1.50%,开放赎回,1.00%,易方达,,
欧美市场,513500,标普500ETF,2.009,1.62%,38375.51,932164,4400,1.9893,25-05-12,2.0016,25-05-13,0.37%,会员,会员,标普500,0.72%,0.50%,开放申购,0.50%,开放赎回,0.80%,博时基金,,
欧美市场,501300,美元债LOF,0.965,-0.21%,1363.37,85294,63,0.963,25-05-12,0.9612,25-05-13,0.40%,-,-,美国债券综合指数,-0.10%,0.80%,限5万,1.50%,开放赎回,0.80%,海富通,,
欧美市场,513870,纳指ETF富国,1.457,2.46%,10481.66,123067,100,1.4302,25-05-12,1.4514,25-05-13,0.39%,会员,会员,纳斯达克100,1.58%,-,开放申购,-,开放赎回,0.60%,富国基金,,
欧美市场,159501,纳斯达克指数ETF,1.438,2.57%,37033.49,549899,3000,1.412,25-05-12,1.4329,25-05-13,0.36%,会员,会员,纳斯达克100,1.58%,0.50%,开放申购,0.5%,开放赎回,0.60%,嘉实基金,,
欧美市场,159577,美国50ETF,1.221,2.01%,6159.23,93067,0,1.2043,25-05-12,1.2166,25-05-13,0.36%,-,-,美国50,1.12%,-,暂停申购,-,开放赎回,0.65%,汇添富,,
欧美市场,164906,中概互联网LOF,1.219,1.84%,1496.31,99994,-126,1.2328,25-05-12,1.2146,25-05-13,0.36%,-,-,中证海外中国互联网指数,-1.45%,1.20%,开放申购,1.50%,开放赎回,1.40%,交银施罗德,,
欧美市场,159659,纳斯达克100ETF,1.65,2.61%,29366.16,318274,2000,1.6203,25-05-12,1.6443,25-05-13,0.35%,会员,会员,纳斯达克100,1.58%,-,开放申购,-,开放赎回,0.65%,招商基金,,
欧美市场,513110,纳斯达克100ETF,1.769,2.55%,16415.76,239744,1000,1.7372,25-05-12,1.7629,25-05-13,0.35%,会员,会员,纳斯达克100,1.58%,0.50%,开放申购,0.50%,开放赎回,1.00%,华泰柏瑞,,
欧美市场,513390,纳指100ETF,1.717,2.51%,13685.91,165938,1800,1.6872,25-05-12,1.7122,25-05-13,0.28%,会员,会员,纳斯达克100,1.58%,-,开放申购,-,开放赎回,0.65%,博时基金,,
欧美市场,513850,美国50ETF,1.356,2.11%,14380.28,167289,-800,1.3385,25-05-12,1.3522,25-05-13,0.28%,-,-,美国50,1.12%,-,开放申购,-,开放赎回,0.60%,易方达,,
欧美市场,513400,道琼斯ETF,1.096,0.09%,8231.31,158806,-3600,1.1012,25-05-12,1.0931,25-05-13,0.27%,会员,会员,道琼斯工业平均指数,-0.64%,-,开放申购,-,开放赎回,0.65%,鹏华基金,,
欧美市场,159696,纳指ETF易方达,1.421,2.60%,24253.73,224282,500,1.3967,25-05-12,1.4174,25-05-13,0.25%,会员,会员,纳斯达克100,1.58%,-,开放申购,-,开放赎回,0.60%,易方达,,
欧美市场,513650,标普500ETF基金,1.527,1.46%,7117.6,233073,0,1.5145,25-05-12,1.5234,25-05-13,0.24%,会员,会员,标普500,0.72%,-,开放申购,-,开放赎回,0.75%,南方基金,,
欧美市场,159655,标普ETF,1.542,1.58%,21573.89,218414,2800,1.5299,25-05-12,1.5394,25-05-13,0.17%,会员,会员,标普500,0.72%,0.50%,开放申购,0.50%,开放赎回,0.75%,华夏基金,,
欧美市场,513360,教育ETF,0.52,0.39%,11768.89,116521,-7050,0.5171,25-05-12,0.5196,25-05-13,0.08%,-,-,中证全球中国教育主题指数,0.58%,0.50%,开放申购,0.50%,开放赎回,0.65%,博时基金,,
欧美市场,160140,美国REIT精选LOF,1.272,-0.39%,1017.21,14820,-57,1.292,25-05-12,1.2757,25-05-13,-0.29%,-,-,道琼斯美国精选REIT指数,-1.23%,1.20%,限300,1.50%,开放赎回,1.00%,南方基金,,
欧美市场,161126,标普医疗保健LOF,1.768,-0.73%,1352.78,5934,-74,1.8273,25-05-12,1.7740,25-05-13,-0.34%,-,-,标普500医疗保健等权重指数,-2.97%,1.20%,限100,1.50%,开放赎回,1.00%,易方达,,
欧美市场,161130,纳斯达克100LOF,3.444,2.41%,1559.47,9513,-142,3.4125,25-05-12,3.4605,25-05-13,-0.48%,会员,会员,纳斯达克100,1.58%,1.20%,限100,1.50%,开放赎回,0.60%,易方达,,
欧美市场,513350,标普油气ETF,0.936,3.08%,12579.76,72075,-1200,0.9113,25-05-12,0.9406,25-05-13,-0.49%,-,-,标普石油天然气勘探及生产,3.32%,0.5%,开放申购,0.5%,开放赎回,0.60%,富国基金,,
欧美市场,159518,标普油气ETF,0.895,2.87%,14119.48,107733,-2400,0.8724,25-05-12,0.9005,25-05-13,-0.61%,-,-,标普石油天然气勘探及生产,3.32%,0.50%,开放申购,0.5%,开放赎回,0.60%,嘉实基金,,
欧美市场,161125,标普500LOF,2.572,1.06%,1257.62,19385,-97,2.5728,25-05-12,2.5880,25-05-13,-0.62%,会员,会员,标普500,0.72%,1.20%,限100,1.50%,开放赎回,1.00%,易方达,,
欧美市场,501225,全球芯片LOF T+1,1.422,2.67%,982.49,11093,-15,1.4127,25-05-12,1.4345,25-05-13,-0.87%,-,-,全球芯片,-,1.50%,限1千,1.50%,开放赎回,1.40%,景顺长城,,
欧美市场,161128,标普信息科技LOF,4.756,2.74%,6712.36,33168,-235,4.7119,25-05-12,4.8081,25-05-13,-1.08%,-,-,标普500信息科技指数,2.25%,1.20%,限100,1.50%,开放赎回,1.00%,易方达,,
欧美市场,164824,印度基金LOF,1.511,0.47%,11433.87,150483,-32,1.5353,25-05-12,1.5279,25-05-13,-1.11%,会员,会员,印度ETP指数,-,1.20%,暂停申购,1.50%,开放赎回,1.40%,工银瑞信,,
欧美市场,501312,海外科技LOF,1.578,3.14%,4082.52,24399,-433,1.5647,25-05-12,1.5988,25-05-13,-1.30%,-,-,海外科技,-,1.20%,限100,1.50%,开放赎回,1.20%,华宝基金,,
欧美市场,159329,沙特ETF,1.077,5.18%,635693.27,92169,1000,0.9826,25-05-12,-,-,-,-,-,富时沙特阿拉伯,-,-,开放申购,-,开放赎回,0.60%,南方基金,,
欧美市场,159687,亚太精选ETF,1.347,1.74%,8892.33,45203,-2320,1.3237,25-05-12,-,-,-,-,-,富时亚太低碳精选,-,-,开放申购,-,开放赎回,0.25%,南方基金,,
欧美市场,160125,南方香港LOF,1.454,0.35%,1656.62,6252,-187,1.4585,25-05-12,-,-,-,-,-,恒生指数,-,1.30%,开放申购,1.50%,开放赎回,1.40%,南方基金,,
欧美市场,520830,沙特ETF,1.019,2.72%,239127.0,82062,500,0.9722,25-05-12,-,-,-,-,-,富时沙特阿拉伯,-,-,开放申购,-,开放赎回,0.60%,华泰柏瑞,,
商品市场,161116,黄金主题LOF,1.378,-1.43%,46746.22,14317,1,1.288,25-05-12,1.2871,25-05-13,7.06%,会员,会员,,,0,暂停申购,1.50%,开放赎回,1.40%,易方达,,50%伦敦金现货+50%全球金矿股指数
商品市场,161129,原油LOF易方达,1.196,3.01%,39540.48,15254,2,1.1306,25-05-12,1.1322,25-05-13,5.64%,会员,会员,,,1.20%,暂停申购,1.50%,开放赎回,1.20%,易方达,,标普高盛原油商品指数
商品市场,501018,南方原油LOF,1.164,0.17%,1442.99,19879,233,1.1453,25-05-12,1.1539,25-05-13,0.88%,会员,会员,,,1.20%,限100,1.50%,开放赎回,1.20%,南方基金,,60%WTI+40%BRENT原油价格
商品市场,160723,嘉实原油LOF,1.305,0.77%,7303.79,16155,1316,1.3044,25-05-12,1.3174,25-05-13,-0.94%,会员,会员,,,1.20%,限100,1.50%,开放赎回,1.28%,嘉实基金,,WTI原油价格
商品市场,165513,中信保诚商品LOF,0.841,-1.06%,259.37,5940,-385,0.8465,25-05-12,0.8501,25-05-13,-1.07%,-,-,,,1.60%,开放申购,1.50%,开放赎回,2.05%,信诚基金,,标准普尔高盛商品总收益指数
商品市场,160719,嘉实黄金LOF,1.574,-1.25%,5180.07,16052,-42,1.593,25-05-12,1.591,25-05-13,-1.07%,会员,会员,,,0.80%,限100,1.50%,开放赎回,1.26%,嘉实基金,,伦敦金价格
商品市场,161815,抗通胀LOF,0.82,-0.24%,278.88,6409,-639,0.823,25-05-12,0.8298,25-05-13,-1.18%,-,-,,,1.60%,开放申购,1.50%,开放赎回,2.15%,银华基金,,标普高盛商品总指数
商品市场,163208,全球油气能源LOF,0.966,1.47%,6885.63,5113,182,0.967,25-05-12,0.9794,25-05-13,-1.37%,-,-,,,1.50%,开放申购,1.50%,开放赎回,1.40%,诺安基金,,标普能源行业指数
商品市场,160416,石油基金LOF,1.627,1.43%,2608.06,7050,-19,1.6333,25-05-12,1.6506,25-05-13,-1.43%,-,-,,,0.00%,限10,1.50%,开放赎回,1.00%,华安基金,,标普全球石油指数
商品市场,162719,石油LOF,2.218,2.26%,2404.86,5466,-209,2.1983,25-05-12,2.2517,25-05-13,-1.50%,-,-,,,1.20%,限500,1.50%,开放赎回,1.20%,广发基金,,道琼斯美国石油开发与生产指数
商品市场,164701,黄金LOF,1.348,-1.17%,4576.87,21608,-170,1.364,25-05-12,1.3689,25-05-13,-1.53%,会员,会员,,,0.80%,限50,1.50%,开放赎回,1.20%,汇添富,,伦敦金价格
商品市场,160216,国泰商品LOF,0.54,0.19%,368.49,11119,-140,0.544,25-05-12,0.5489,25-05-13,-1.62%,-,-,,,1.50%,开放申购,1.50%,开放赎回,1.85%,国泰基金,,国泰大宗商品配置指数
商品市场,162411,华宝油气LOF,0.71,2.90%,4287.32,137917,-304,0.7003,25-05-12,0.7216,25-05-13,-1.61%,-,-,,,1.50%,限50,1.50%,开放赎回,1.20%,华宝基金,,标普石油天然气上游股票指数
亚洲市场,159529,标普消费ETF,1.618,3.92%,167813.91,40354,0,1.2424,25-05-12,1.2459,25-05-13,29.87%,-,-,标普500消费精选指数,0.38%,-,开放申购,-,开放赎回,0.70%,景顺长城,,
亚洲市场,159612,标普500ETF,1.891,1.23%,138990.93,34690,0,1.5621,25-05-12,1.5718,25-05-13,20.31%,会员,会员,标普500,0.72%,0.50%,暂停申购,0.5%,开放赎回,0.75%,国泰基金,,
亚洲市场,513030,德国ETF,1.857,0.60%,40888.79,72978,0,1.7838,25-05-12,1.7661,25-05-13,5.15%,会员,会员,德国DAX,0.31%,-,暂停申购,-,开放赎回,1.00%,华安基金,,
亚洲市场,159509,纳指科技ETF,1.537,3.71%,151960.24,633656,100,1.446,25-05-12,1.4794,25-05-13,3.89%,-,-,纳斯达克科技市值加权,2.41%,-,开放申购,-,开放赎回,1.00%,景顺长城,,
亚洲市场,513730,东南亚科技ETF,1.233,1.57%,8453.24,143336,-3800,1.1932,25-05-12,-,25-05-12,-,-,-,新交所泛东南亚科技指数,-,-,开放申购,-,开放赎回,0.50%,华泰柏瑞,,
亚洲市场,159941,纳指ETF,1.178,2.52%,147463.6,2180911,130,1.1335,25-05-12,1.1503,25-05-13,2.41%,会员,会员,纳斯达克100,1.58%,-,开放申购,-,开放赎回,1.00%,广发基金,,
亚洲市场,159822,新经济ETF,0.698,4.33%,49955.8,59313,-2000,0.6829,25-05-12,-,25-05-12,-,-,-,标普中国新经济行业指数,-,-,开放申购,-,开放赎回,0.35%,银华基金,,
亚洲市场,513050,中概互联网ETF,1.44,2.06%,263764.27,2456743,-30100,1.4532,25-05-12,1.4125,25-05-13,1.95%,-,-,中国互联网50,-2.70%,0.50%,开放申购,0.50%,开放赎回,0.80%,易方达,,
亚洲市场,513100,纳指ETF,1.559,2.43%,103746.17,949911,0,1.507,25-05-12,1.5293,25-05-13,1.94%,会员,会员,纳斯达克100,1.58%,0.50%,暂停申购,0.50%,开放赎回,0.80%,国泰基金,,
亚洲市场,513220,中概互联ETF,1.277,2.00%,7533.62,21811,100,1.2861,25-05-12,1.2561,25-05-13,1.66%,-,-,中证全球中国互联网指数,-2.33%,-,开放申购,-,开放赎回,0.65%,招商基金,,
亚洲市场,520580,新兴亚洲ETF,1.021,0.49%,12958.45,49198,0,1.0056,25-05-12,-,25-05-12,-,-,-,新交所新兴亚洲精选50指数,-,-,开放申购,-,开放赎回,0.50%,招商基金,,
亚洲市场,162415,美国消费LOF,2.869,1.52%,14269.16,14512,-9,2.795,25-05-12,2.8271,25-05-13,1.48%,-,-,标普可选消费品精选版块指数,1.31%,1.20%,限100,1.50%,开放赎回,1.20%,华宝基金,,
亚洲市场,159605,中概互联ETF,1.092,2.15%,60981.82,457449,0,1.1025,25-05-12,1.0763,25-05-13,1.46%,-,-,中证海外中国互联网30指数,-2.28%,-,开放申购,-,开放赎回,0.60%,广发基金,,
亚洲市场,159607,中概互联网ETF,1.087,2.16%,23698.87,120483,-3000,1.0975,25-05-12,1.0714,25-05-13,1.46%,-,-,中证海外中国互联网30指数,-2.28%,0.00%,开放申购,0.00%,开放赎回,0.60%,嘉实基金,,
亚洲市场,513300,纳斯达克ETF,1.936,2.60%,90121.73,459817,3750,1.8814,25-05-12,1.9092,25-05-13,1.40%,会员,会员,纳斯达克100,1.58%,0.50%,开放申购,0.50%,开放赎回,0.80%,华夏基金,,
亚洲市场,513290,纳指生物科技ETF,1.064,-0.47%,8138.09,113507,0,1.0721,25-05-12,1.0506,25-05-13,1.28%,-,-,纳斯达克生物科技,-1.91%,-,暂停申购,-,开放赎回,0.65%,汇添富,,
亚洲市场,159561,德国ETF,1.304,0.31%,15563.53,112650,2000,1.3015,25-05-12,1.2886,25-05-13,1.20%,会员,会员,德国DAX,0.31%,-,开放申购,-,开放赎回,0.60%,嘉实基金,,
亚洲市场,159632,纳斯达克ETF,1.754,2.51%,20020.36,537772,0,1.7095,25-05-12,1.7348,25-05-13,1.11%,会员,会员,纳斯达克100,1.58%,-,暂停申购,-,开放赎回,0.80%,华安基金,,
亚洲市场,159660,纳指100ETF,1.683,2.37%,8433.89,176415,0,1.6426,25-05-12,1.6669,25-05-13,0.97%,会员,会员,纳斯达克100,1.58%,-,暂停申购,-,开放赎回,0.65%,汇添富,,
亚洲市场,159513,纳斯达克100指数ETF,1.295,2.53%,8914.04,469555,100,1.2649,25-05-12,1.2836,25-05-13,0.89%,会员,会员,纳斯达克100,1.58%,-,开放申购,-,开放赎回,1.00%,大成基金,,
亚洲市场,513080,法国CAC40ETF,1.665,1.15%,16664.2,53592,0,1.671,25-05-12,1.6543,25-05-13,0.65%,-,-,法国CAC40,0.30%,-,暂停申购,-,开放赎回,0.65%,华安基金,,
亚洲市场,160644,港美互联网LOF,1.303,0.70%,1070.55,5025,-21,1.3144,25-05-12,1.2950,25-05-13,0.62%,-,-,中证海外中国互联网指数,-1.45%,1.50%,限10万,1.50%,开放赎回,1.40%,鹏华基金,,
亚洲市场,159502,标普生物科技ETF,0.835,-1.42%,14048.79,145432,800,0.8525,25-05-12,0.8313,25-05-13,0.45%,-,-,标普生物科技精选行业指数,-2.39%,0.50%,开放申购,0.5%,开放赎回,0.60%,嘉实基金,,
亚洲市场,161127,标普生物科技LOF,1.152,-1.37%,1089.12,20449,23,1.175,25-05-12,1.1472,25-05-13,0.42%,-,-,标普生物科技精选行业指数,-2.39%,1.20%,限100,1.50%,开放赎回,1.00%,易方达,,
亚洲市场,513500,标普500ETF,2.009,1.62%,38375.51,932164,4400,1.9893,25-05-12,2.0016,25-05-13,0.37%,会员,会员,标普500,0.72%,0.50%,开放申购,0.50%,开放赎回,0.80%,博时基金,,
亚洲市场,501300,美元债LOF,0.965,-0.21%,1363.37,85294,63,0.963,25-05-12,0.9612,25-05-13,0.40%,-,-,美国债券综合指数,-0.10%,0.80%,限5万,1.50%,开放赎回,0.80%,海富通,,
亚洲市场,513870,纳指ETF富国,1.457,2.46%,10481.66,123067,100,1.4302,25-05-12,1.4514,25-05-13,0.39%,会员,会员,纳斯达克100,1.58%,-,开放申购,-,开放赎回,0.60%,富国基金,,
亚洲市场,159501,纳斯达克指数ETF,1.438,2.57%,37033.49,549899,3000,1.412,25-05-12,1.4329,25-05-13,0.36%,会员,会员,纳斯达克100,1.58%,0.50%,开放申购,0.5%,开放赎回,0.60%,嘉实基金,,
亚洲市场,159577,美国50ETF,1.221,2.01%,6159.23,93067,0,1.2043,25-05-12,1.2166,25-05-13,0.36%,-,-,美国50,1.12%,-,暂停申购,-,开放赎回,0.65%,汇添富,,
亚洲市场,164906,中概互联网LOF,1.219,1.84%,1496.31,99994,-126,1.2328,25-05-12,1.2146,25-05-13,0.36%,-,-,中证海外中国互联网指数,-1.45%,1.20%,开放申购,1.50%,开放赎回,1.40%,交银施罗德,,
亚洲市场,159659,纳斯达克100ETF,1.65,2.61%,29366.16,318274,2000,1.6203,25-05-12,1.6443,25-05-13,0.35%,会员,会员,纳斯达克100,1.58%,-,开放申购,-,开放赎回,0.65%,招商基金,,
亚洲市场,513110,纳斯达克100ETF,1.769,2.55%,16415.76,239744,1000,1.7372,25-05-12,1.7629,25-05-13,0.35%,会员,会员,纳斯达克100,1.58%,0.50%,开放申购,0.50%,开放赎回,1.00%,华泰柏瑞,,
亚洲市场,513390,纳指100ETF,1.717,2.51%,13685.91,165938,1800,1.6872,25-05-12,1.7122,25-05-13,0.28%,会员,会员,纳斯达克100,1.58%,-,开放申购,-,开放赎回,0.65%,博时基金,,
亚洲市场,513850,美国50ETF,1.356,2.11%,14380.28,167289,-800,1.3385,25-05-12,1.3522,25-05-13,0.28%,-,-,美国50,1.12%,-,开放申购,-,开放赎回,0.60%,易方达,,
亚洲市场,513400,道琼斯ETF,1.096,0.09%,8231.31,158806,-3600,1.1012,25-05-12,1.0931,25-05-13,0.27%,会员,会员,道琼斯工业平均指数,-0.64%,-,开放申购,-,开放赎回,0.65%,鹏华基金,,
亚洲市场,159696,纳指ETF易方达,1.421,2.60%,24253.73,224282,500,1.3967,25-05-12,1.4174,25-05-13,0.25%,会员,会员,纳斯达克100,1.58%,-,开放申购,-,开放赎回,0.60%,易方达,,
亚洲市场,513650,标普500ETF基金,1.527,1.46%,7117.6,233073,0,1.5145,25-05-12,1.5234,25-05-13,0.24%,会员,会员,标普500,0.72%,-,开放申购,-,开放赎回,0.75%,南方基金,,
亚洲市场,159655,标普ETF,1.542,1.58%,21573.89,218414,2800,1.5299,25-05-12,1.5394,25-05-13,0.17%,会员,会员,标普500,0.72%,0.50%,开放申购,0.50%,开放赎回,0.75%,华夏基金,,
亚洲市场,513360,教育ETF,0.52,0.39%,11768.89,116521,-7050,0.5171,25-05-12,0.5196,25-05-13,0.08%,-,-,中证全球中国教育主题指数,0.58%,0.50%,开放申购,0.50%,开放赎回,0.65%,博时基金,,
亚洲市场,160140,美国REIT精选LOF,1.272,-0.39%,1017.21,14820,-57,1.292,25-05-12,1.2757,25-05-13,-0.29%,-,-,道琼斯美国精选REIT指数,-1.23%,1.20%,限300,1.50%,开放赎回,1.00%,南方基金,,
亚洲市场,161126,标普医疗保健LOF,1.768,-0.73%,1352.78,5934,-74,1.8273,25-05-12,1.7740,25-05-13,-0.34%,-,-,标普500医疗保健等权重指数,-2.97%,1.20%,限100,1.50%,开放赎回,1.00%,易方达,,
亚洲市场,161130,纳斯达克100LOF,3.444,2.41%,1559.47,9513,-142,3.4125,25-05-12,3.4605,25-05-13,-0.48%,会员,会员,纳斯达克100,1.58%,1.20%,限100,1.50%,开放赎回,0.60%,易方达,,
亚洲市场,513350,标普油气ETF,0.936,3.08%,12579.76,72075,-1200,0.9113,25-05-12,0.9406,25-05-13,-0.49%,-,-,标普石油天然气勘探及生产,3.32%,0.5%,开放申购,0.5%,开放赎回,0.60%,富国基金,,
亚洲市场,159518,标普油气ETF,0.895,2.87%,14119.48,107733,-2400,0.8724,25-05-12,0.9005,25-05-13,-0.61%,-,-,标普石油天然气勘探及生产,3.32%,0.50%,开放申购,0.5%,开放赎回,0.60%,嘉实基金,,
亚洲市场,161125,标普500LOF,2.572,1.06%,1257.62,19385,-97,2.5728,25-05-12,2.5880,25-05-13,-0.62%,会员,会员,标普500,0.72%,1.20%,限100,1.50%,开放赎回,1.00%,易方达,,
亚洲市场,501225,全球芯片LOF T+1,1.422,2.67%,982.49,11093,-15,1.4127,25-05-12,1.4345,25-05-13,-0.87%,-,-,全球芯片,-,1.50%,限1千,1.50%,开放赎回,1.40%,景顺长城,,
亚洲市场,161128,标普信息科技LOF,4.756,2.74%,6712.36,33168,-235,4.7119,25-05-12,4.8081,25-05-13,-1.08%,-,-,标普500信息科技指数,2.25%,1.20%,限100,1.50%,开放赎回,1.00%,易方达,,
亚洲市场,164824,印度基金LOF,1.511,0.47%,11433.87,150483,-32,1.5353,25-05-12,1.5279,25-05-13,-1.11%,会员,会员,印度ETP指数,-,1.20%,暂停申购,1.50%,开放赎回,1.40%,工银瑞信,,
亚洲市场,501312,海外科技LOF,1.578,3.14%,4082.52,24399,-433,1.5647,25-05-12,1.5988,25-05-13,-1.30%,-,-,海外科技,-,1.20%,限100,1.50%,开放赎回,1.20%,华宝基金,,
亚洲市场,159329,沙特ETF,1.077,5.18%,635693.27,92169,1000,0.9826,25-05-12,-,-,-,-,-,富时沙特阿拉伯,-,-,开放申购,-,开放赎回,0.60%,南方基金,,
亚洲市场,159687,亚太精选ETF,1.347,1.74%,8892.33,45203,-2320,1.3237,25-05-12,-,-,-,-,-,富时亚太低碳精选,-,-,开放申购,-,开放赎回,0.25%,南方基金,,
亚洲市场,160125,南方香港LOF,1.454,0.35%,1656.62,6252,-187,1.4585,25-05-12,-,-,-,-,-,恒生指数,-,1.30%,开放申购,1.50%,开放赎回,1.40%,南方基金,,
亚洲市场,520830,沙特ETF,1.019,2.72%,239127.0,82062,500,0.9722,25-05-12,-,-,-,-,-,富时沙特阿拉伯,-,-,开放申购,-,开放赎回,0.60%,华泰柏瑞,,
